,gdasCont,kor,kor_num,keyword,gdasScrVal,mbrNo,goodsNm
2787,향을 중점으로 두고 사서 향은 아주 만족입니다 거품은 조금 부족한거 같고 세정력이랑 건성이라 촉촉함은 적당한거 같아요  무난한 제품인거 같고 재구매는 고민 해봐야할거 같아요,향을 중점으로 두고 사서 향은 아주 만족입니다 거품은 조금 부족한거 같고 세정력이랑 건성이라 촉촉함은 적당한거 같아요  무난한 제품인거 같고 재구매는 고민 해봐야할거 같아요,9.0,제품 구매 만족 거품 부족 건성 중점 고민 정력,10.0,M0000001516408,C05
2788,좋아요 ㅎㅎ 감사합니다 좋아요 좋아요 ㅎㅎ 감사합니다 촉촉,좋아요 ㅎㅎ 감사합니다 좋아요 좋아요 ㅎㅎ 감사합니다 촉촉,1.0,감사,10.0,M0000017693186,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2789,보습력이 뛰어나고 향도 자극적이지 않고 은은하니 좋아요  ,보습력이 뛰어나고 향도 자극적이지 않고 은은하니 좋아요  ,2.0,자극 보습,10.0,M0000014457672,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2790,보습이 되는건 아닌거같고   향이 좋아요  향의 지속이 되는건 없어요,보습이 되는건 아닌거같고   향이 좋아요  향의 지속이 되는건 없어요,2.0,보습 지속,6.0,M0000017457766,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2791,향은 좋아요 다만 로션인줄 알고 구매했다가 낭패봤습니다 생각보다 피부의 수분을가져가서 로션을 꼭 발라야할것같아요 무난한 제품입니다,향은 좋아요 다만 로션인줄 알고 구매했다가 낭패봤습니다 생각보다 피부의 수분을가져가서 로션을 꼭 발라야할것같아요 무난한 제품입니다,7.0,피부 제품 낭패 구매 생각 수분 로션,2.0,M0000011685279,"C13"""
2792,향기도 너무 좋고 거품도 잘나는 것 같아요   싸게 할인해서 기쁘네요  ,향기도 너무 좋고 거품도 잘나는 것 같아요   싸게 할인해서 기쁘네요  ,3.0,할인 거품 향기,10.0,M0000012593800,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2793,일단 냄새가 너무 좋고 산뜻해서 계속 이용해요 거품이 잘나서 더 좋네요,일단 냄새가 너무 좋고 산뜻해서 계속 이용해요 거품이 잘나서 더 좋네요,3.0,이용 거품 냄새,10.0,M0000002475051,"C06"""
2794,할인해서 저렴하게 구매했어요  향이 그렇게 강하지 않아서 좋아요,할인해서 저렴하게 구매했어요  향이 그렇게 강하지 않아서 좋아요,2.0,할인 구매,10.0,M0000010462032,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2795,사용하고 나면 부드럽고 자극적이지도 않아요 냄새도 좋아서 매번 구매하고 있어용,사용하고 나면 부드럽고 자극적이지도 않아요 냄새도 좋아서 매번 구매하고 있어용,4.0,구매 냄새 자극 사용,10.0,M0000010597184,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2796,겨울에 쓰기 좋은향이예요  향 덕분에 기분도 좋아져요   거품도 잘나서 좋습니다,겨울에 쓰기 좋은향이예요  향 덕분에 기분도 좋아져요   거품도 잘나서 좋습니다,4.0,겨울 기분 덕분 거품,10.0,M0000021401434,밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml
2797,발 거칠거칠하고 각질 있는발에 맨발에 물기없이 슥슥 하고 나면 발이 부드러워지는것 같아요,발 거칠거칠하고 각질 있는발에 맨발에 물기없이 슥슥 하고 나면 발이 부드러워지는것 같아요,1.0,각질,10.0,M0000019881437,티타니아 샌드풋파일
2798,저희 부모님이 늘 사용하는 제품이라 구매했어요  잘 사용중이신거 같고 만족하시는거 같아요  올리브영은 늘 편하게 구매할 수 있어서 좋아요 ,저희 부모님이 늘 사용하는 제품이라 구매했어요  잘 사용중이신거 같고 만족하시는거 같아요  올리브영은 늘 편하게 구매할 수 있어서 좋아요 ,6.0,올리브 구매 제품 만족 부모 사용,10.0,M0000004062816,티타니아 샌드풋파일
2799,좋아요 일단 손잡이가 있어서 쓸때 편해요 쓰다가 떨어지면 또 살 거 같아요,좋아요 일단 손잡이가 있어서 쓸때 편해요 쓰다가 떨어지면 또 살 거 같아요,1.0,손잡이,10.0,M0000013980887,티타니아 샌드풋파일
2800,뒷꿈치 각질 신경쓰이기 시작해서 샀는데 제거 잘 됩니덩  ,뒷꿈치 각질 신경쓰이기 시작해서 샀는데 제거 잘 됩니덩  ,4.0,시작 신경 각질 제거,10.0,M0000010611137,티타니아 샌드풋파일
2801,이거 쓰고 보습 잘해주면 보드라운 뒤꿈치 가능입니다   ㅎㅎ,이거 쓰고 보습 잘해주면 보드라운 뒤꿈치 가능입니다   ㅎㅎ,3.0,가능 뒤꿈치 보습,10.0,M0000013055401,티타니아 샌드풋파일
2802,일단 가벼워서 좋아요  얇고 잘 구부려져서 쓰기 편하네요 ,일단 가벼워서 좋아요  얇고 잘 구부려져서 쓰기 편하네요 ,0.0,,10.0,M0000003106329,티타니아 샌드풋파일
2803,발뒤꿈치 관리할려고 뒤꿈치팩도사용하고있는데 팩을 매일하기힘들꺼같아서 구매했는데 사용하기편해요,발뒤꿈치 관리할려고 뒤꿈치팩도사용하고있는데 팩을 매일하기힘들꺼같아서 구매했는데 사용하기편해요,6.0,뒤꿈치 사용 매일 발뒤꿈치 관리 구매,10.0,M0000013738311,티타니아 샌드풋파일
2804,조 아 요 ㅇㅇ ㄹㅈ ㄹ 항상 구매 합니ㅏ 다 아ㅑ    ㅎㅎ나,조 아 요 ㅇㅇ ㄹㅈ ㄹ 항상 구매 합니ㅏ 다 아ㅑ    ㅎㅎ나,2.0,합니 구매,10.0,M0000004103562,티타니아 샌드풋파일
2805,여름맞이로 재구입해서 잘 쓰고 있어요 굳은살에 밀고 크림 발라주니 보들보들해져요,여름맞이로 재구입해서 잘 쓰고 있어요 굳은살에 밀고 크림 발라주니 보들보들해져요,5.0,굳은살 여름 맞이 구입 크림,10.0,M0000017681736,티타니아 샌드풋파일
2806,뒷꿈치 정리 깔끔하게 잘 되는데 손잡이가 조금 약한 느낌입니다 ,뒷꿈치 정리 깔끔하게 잘 되는데 손잡이가 조금 약한 느낌입니다 ,4.0,손잡이 깔끔 느낌 정리,6.0,M0000013430413,티타니아 샌드풋파일
2807,가격두 저렴하구 사용감도 괜찮아서 여러개사서 가족들 나눠줬어요,가격두 저렴하구 사용감도 괜찮아서 여러개사서 가족들 나눠줬어요,3.0,가족 가격 사용,10.0,M0000003310928,티타니아 샌드풋파일
2808,발 각질제거 할때 이 제품 만한게 없습니다    몇년째 쓰고 있어요,발 각질제거 할때 이 제품 만한게 없습니다    몇년째 쓰고 있어요,3.0,각질 제거 제품,10.0,M0000000993158,티타니아 샌드풋파일
2809,이거 진짜 좋아요    몇번째 재구매해서 쓰는 중 다만 각질이 뼈가루 처럼 우수수   좀 비위상하는 부분   ,이거 진짜 좋아요    몇번째 재구매해서 쓰는 중 다만 각질이 뼈가루 처럼 우수수   좀 비위상하는 부분   ,5.0,가루 구매 비위 각질 부분,10.0,M0000004372262,C07
2810,아직 사용전인데 전에 사용하던거랑 비슷해서 구매했어요  써보고 한달후기 남길게요 ,아직 사용전인데 전에 사용하던거랑 비슷해서 구매했어요  써보고 한달후기 남길게요 ,3.0,사용 구매 후기,10.0,M0000010623576,C04
2811,티타니아 발샴푸도 잘썼었고 풋파일은 말해 뭐합니까   각질제거에 아주 효과적입니다  다들 이거 쓰세요    슬링백 신어야 하는날엔 이거로 각질제거 후 티타니아 풋크림까지 발라주면 아주 짱입니다 ,티타니아 발샴푸도 잘썼었고 풋파일은 말해 뭐합니까   각질제거에 아주 효과적입니다  다들 이거 쓰세요    슬링백 신어야 하는날엔 이거로 각질제거 후 티타니아 풋크림까지 발라주면 아주 짱입니다 ,8.0,크림 효과 샴푸 슬링 각질 제거 파일 티타니아,10.0,M0000001084812,티타니아 샌드풋파일
2812,몇년 전부터 티타니아 제품으로 발 관리 하고 있어요  피부에 큰 자극없이 각질 관리가 할 수 있어서 또 사서 쓰고 있습니다 ,몇년 전부터 티타니아 제품으로 발 관리 하고 있어요  피부에 큰 자극없이 각질 관리가 할 수 있어서 또 사서 쓰고 있습니다 ,6.0,제품 피부 자극 관리 각질 티타니아,10.0,M0000001869781,티타니아 샌드풋파일
2813,자주 쓰지는 않지만 한번씩 필요해서 사두는 제품이예요  적당한 사용감에 가볍고 쓰기도 편해서 좋습니다 ,자주 쓰지는 않지만 한번씩 필요해서 사두는 제품이예요  적당한 사용감에 가볍고 쓰기도 편해서 좋습니다 ,4.0,사용 제품 필요 사두,8.0,M0000000755142,"C09"""
2814,겨울에 발각질제거 했는데 보송보송해졌어요 추천합니다  ,겨울에 발각질제거 했는데 보송보송해졌어요 추천합니다  ,4.0,각질 제거 추천 겨울,10.0,M0000013231314,C06
2815,각질제거에 엄청 좋아요 크기도 보통이여서 목욕탕 갈 때 쓰면 굿,각질제거에 엄청 좋아요 크기도 보통이여서 목욕탕 갈 때 쓰면 굿,5.0,보통 각질 제거 목욕탕 크기,10.0,M0000002316931,티타니아 샌드풋파일
2816,앞 뒤로 거칠기가 달라서 거친면으로 먼저 사용해주고 고운면으로 마무리해주면 부드러워져요,앞 뒤로 거칠기가 달라서 거친면으로 먼저 사용해주고 고운면으로 마무리해주면 부드러워져요,2.0,마무리 사용,10.0,M0000004416370,C05
2817,손으로 잡기도 편하고 잘쓰고있어요 개인적으로 물로 조금 촉촉하게 한다음에 하는게 상처도 안남고 더잘밀려요,손으로 잡기도 편하고 잘쓰고있어요 개인적으로 물로 조금 촉촉하게 한다음에 하는게 상처도 안남고 더잘밀려요,3.0,다음 상처 개인,10.0,M0000000274173,티타니아 샌드풋파일
2818,발을 불리고 쓰면 각질이 싹 벗겨져서 좋아요 세일할때 쓰기 좋아요,발을 불리고 쓰면 각질이 싹 벗겨져서 좋아요 세일할때 쓰기 좋아요,2.0,각질 세일,10.0,M0000018044872,티타니아 샌드풋파일
2819,무난한 제품이에요 적당하고 가격도 저렴해서 자주 바꿔주면서 사용해요,무난한 제품이에요 적당하고 가격도 저렴해서 자주 바꿔주면서 사용해요,3.0,제품 가격 사용,10.0,M0000010882770,티타니아 샌드풋파일
2820,잘 사용준입미다 발 각질 잘 제거해주는 물건입니다 맘에들아여,잘 사용준입미다 발 각질 잘 제거해주는 물건입니다 맘에들아여,4.0,물건 사용 제거 각질,10.0,M0000012790319,C06
2821,마른상태에서 사용하는거라 샤워전에 갈고 닦아내면 편해요,마른상태에서 사용하는거라 샤워전에 갈고 닦아내면 편해요,3.0,샤워 상태 사용,10.0,M0000010576439,티타니아 샌드풋파일
2822,엄마가 발바닥에 각질이 자주 끼셔서 사용하시는데 발바닥 필링하는 도구 중에 젤 맘에 든다고 하셨어요 ,엄마가 발바닥에 각질이 자주 끼셔서 사용하시는데 발바닥 필링하는 도구 중에 젤 맘에 든다고 하셨어요 ,6.0,사용 발바닥 엄마 필링 각질 도구,10.0,M0000017553334,티타니아 샌드풋파일
2823,여러가지 비슷한 제품들 사용해보았지만 이걸로 정착했습니다,여러가지 비슷한 제품들 사용해보았지만 이걸로 정착했습니다,3.0,제품 사용 정착,10.0,M0000002421878,티타니아 샌드풋파일
2824,발 각질 제거하는 풋파일 중에서는 이게 제일 잘 갈리는데 마른 발에 할 때가 효과 좋음 젖은발은 별로임,발 각질 제거하는 풋파일 중에서는 이게 제일 잘 갈리는데 마른 발에 할 때가 효과 좋음 젖은발은 별로임,4.0,제거 각질 효과 파일,10.0,M0000002212976,C02
2825,나 이거 쓰고 진짜 뒤집어졌잖아 ㅋㅋ 너무 좋아서 ㅋㅋ 다들 이거 쓰세용,나 이거 쓰고 진짜 뒤집어졌잖아 ㅋㅋ 너무 좋아서 ㅋㅋ 다들 이거 쓰세용,0.0,,10.0,M0000003751084,티타니아 샌드풋파일
2826,일반적인 풋파일이에요  크기가 크고 견고한 점이 좋습니다 ,일반적인 풋파일이에요  크기가 크고 견고한 점이 좋습니다 ,3.0,크기 파일 일반,10.0,M0000002960472,티타니아 샌드풋파일
2827,반대쪽 각질 긁어내는 검은부분  부착이 살짝 쫌   많이 옆으로 밀렸어요ㅜ 사용하는데 문제는 없을거같아 그냥 씁니다,반대쪽 각질 긁어내는 검은부분  부착이 살짝 쫌   많이 옆으로 밀렸어요ㅜ 사용하는데 문제는 없을거같아 그냥 씁니다,6.0,부분 부착 반대쪽 사용 각질 문제,6.0,M0000004336316,티타니아 샌드풋파일
2828,부모님이 사용 하시는거고 충분히 불린 후 사용 하셔야지 아님 상처나요,부모님이 사용 하시는거고 충분히 불린 후 사용 하셔야지 아님 상처나요,3.0,상처 부모 사용,6.0,M0000003395796,C07
2829,이제 따뜻한 날씨가 오고 여름이 오면 부랴부랴 발 관리를 해주려고 이 제품을 사요  원래는 다른 제품을 샀다가 이제 이걸로 정착했는데 이게 발 관리하기가 되게 편해요 어떤 제품은 발을 안불리고 발각질관리를 해주면 발에서 피가 났었는데 이건 그냥 마른 발에 그냥 슥슥 문질러주면 발 관리하기도 편하고 양 옆에 파일이있어서 그게 제일 좋은 부분인거같아요  발 뒤꿈치가 항상 여름마다 신경쓰였는데 여름에는 이 제품으로 발 관리를 해주면 언제그랬냐는듯이 각질이 싹 정리가 됩니다  다 정리하고 씻고 로션을 듬뿍 바르고 자면 다음날에 꺠끗한 발이 되어있어요  그래서 각질이 너무 많아서 고민이시다 하신분들은 이거 한번 써보셨으면 하는 마음에 이렇게 긴 리뷰를 남기게 되었네요  저도 세일할때 더 쟁여두려고 생각중입니다  너무 좋아요 만족합니다 ,이제 따뜻한 날씨가 오고 여름이 오면 부랴부랴 발 관리를 해주려고 이 제품을 사요  원래는 다른 제품을 샀다가 이제 이걸로 정착했는데 이게 발 관리하기가 되게 편해요 어떤 제품은 발을 안불리고 발각질관리를 해주면 발에서 피가 났었는데 이건 그냥 마른 발에 그냥 슥슥 문질러주면 발 관리하기도 편하고 양 옆에 파일이있어서 그게 제일 좋은 부분인거같아요  발 뒤꿈치가 항상 여름마다 신경쓰였는데 여름에는 이 제품으로 발 관리를 해주면 언제그랬냐는듯이 각질이 싹 정리가 됩니다  다 정리하고 씻고 로션을 듬뿍 바르고 자면 다음날에 꺠끗한 발이 되어있어요  그래서 각질이 너무 많아서 고민이시다 하신분들은 이거 한번 써보셨으면 하는 마음에 이렇게 긴 리뷰를 남기게 되었네요  저도 세일할때 더 쟁여두려고 생각중입니다  너무 좋아요 만족합니다 ,15.0,발각 관리 여름 제품 뒤꿈치 세일 정리 정착 날씨 이제 각질 만족 다음날 생각 부분,10.0,M0000010649985,C08
2830,샤워할 때 쓱쓱 사용할 수 있어 편하긴해요 마무리도 깔끔하고요  자잘한 각질에만 효과있어요,샤워할 때 쓱쓱 사용할 수 있어 편하긴해요 마무리도 깔끔하고요  자잘한 각질에만 효과있어요,6.0,샤워 효과 깔끔 각질 마무리 사용,6.0,M0000003206042,티타니아 샌드풋파일
2831,가성비가 좋은 것 같아요 물에 젖은 상태에서도 각질제거가 되네요 편하게 케어하기 좋아요,가성비가 좋은 것 같아요 물에 젖은 상태에서도 각질제거가 되네요 편하게 케어하기 좋아요,5.0,상태 각질 제거 가성비 케어,10.0,M0000017245193,티타니아 샌드풋파일
2832,아주 먼족합니다아아아      잘 사용하고 이ㅛ오요ㅎㅎ,아주 먼족합니다아아아      잘 사용하고 이ㅛ오요ㅎㅎ,3.0,오요 아아아 사용,10.0,M0000002714851,티타니아 샌드풋파일
